trading_date,sector_index_id,index_name,close,source,source_reference,coverage_start,coverage_end,methodology,sector_context_version
2025-11-07,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18912.21,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-10,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18932.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-11,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18862.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-12,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19006.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-13,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19003.75,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-14,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19049.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-08-17_2025-11-14.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-17,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19159.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-18,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18995.4,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-19,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19046.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-20,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19038.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-21,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18954,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-24,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18871.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-25,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18930.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-26,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19120.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-27,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19090,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-11-28,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19158.95,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-01,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19040.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-02,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19042.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-03,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18980.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-04,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19007.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-05,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18998.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-08,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18699.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-09,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18672.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-10,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18648.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-11,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18791.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-12,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18832.8,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-15,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18782.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-16,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18666.8,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-17,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18581.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-18,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18580.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-19,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18796.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-22,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18919.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-23,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18885.4,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-24,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18833.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-26,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18783.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-29,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18663.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-30,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18567.1,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2025-12-31,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18742.75,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-01,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18708.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-02,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18850.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-05,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18819.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-06,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19089.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-07,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,19164.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-08,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18893.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-09,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18716.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-12,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18608,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-13,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18594.55,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-14,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18586.75,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-16,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18373.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-19,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18218,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-20,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17845,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-21,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17739.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-22,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17931.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-23,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17724.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-27,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17689.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-28,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17695.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-29,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17539.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-01-30,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17713.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-01,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17622.1,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-02,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17579.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-03,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18065.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-04,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18025.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-05,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18016.7,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-06,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,17930.7,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-09,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18199.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-10,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18197.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-11,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18467.95,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2026-02-12,NIFTY500_HEALTHCARE,NIFTY500 HEALTH,18440.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY500_HEALTHCARE_2025-11-15_2026-02-12.json,2025-11-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
