trading_date,sector_index_id,index_name,close,source,source_reference,coverage_start,coverage_end,methodology,sector_context_version
2024-09-03,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26852.95,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-04,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26753.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-05,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26799.35,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-06,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26438.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-09,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26572.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-10,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26331.8,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-11,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26261.8,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-12,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26666.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-13,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26681.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-16,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26622.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-17,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26587.75,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-18,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26947.4,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-19,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26968.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-20,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27341.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-23,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27563.1,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-24,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27418.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-25,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27511.35,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-26,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27747.35,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-27,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27585.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-09-30,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27113.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-01,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,27079.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-03,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26377.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-04,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26108.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-07,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25672.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-08,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25908.95,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-09,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26102.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-10,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26261.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-11,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26121.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-14,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26347.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-15,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26342.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-16,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26383.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-17,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26010.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-18,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26396.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-21,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26295.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-22,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25924.7,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-23,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25950.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-24,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26027,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-25,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25796.9,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-28,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25961.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-29,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26547.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-30,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26160.95,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-10-31,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25963.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-01,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26048.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-04,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25702.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-05,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26159.05,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-06,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26233.65,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-07,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25979.2,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-08,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25783.75,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-11,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25927.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-12,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25519.35,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-13,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25068.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-14,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25102.6,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-18,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25135.85,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-19,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25242.3,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-08-22_2024-11-19.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-21,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25020.15,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-22,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25426.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-25,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25832.4,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-26,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25848.5,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-27,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25958.1,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-28,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25691.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-11-29,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25768.45,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-12-02,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,25822.35,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
2024-12-03,NIFTY_FINANCIAL_SERVICES_25_50,NIFTY FINSRV25 50,26044.25,NSE_OFFICIAL_HISTORICAL_OR_INDICES_HISTORY,https://www.nseindia.com/reports-indices-historical-index-data#NIFTY_FINANCIAL_SERVICES_25_50_2024-11-20_2025-02-17.json,2021-09-07,2026-09-07,OFFICIAL_NSE_SECTOR_INDEX_CLOSE_NO_FORWARD_FILL,SECTOR_CONTEXT_V1
