source_id,source_type,source_url,source_path,start_date,end_date,fetched_at,http_status,rows_raw,sha256,notes
nse_corporate_actions_equities_20210907_20260907,official_nse_corporate_actions,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=07-09-2021&to_date=07-09-2026&csv=true,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nse\corporate_actions\raw\nse_corporate_actions_equities_20210907_20260907.csv,2021-09-07,2026-09-07,2026-09-07T20:43:14.626327+00:00,200,12257,bac82fff5263703e857e2426d3c3e2c88f1d2dedcc6d903577a4c93df758f46a,Official NSE corporate-actions CSV requested from the corporate filings actions endpoint.
