canonical_instrument_id,symbol,event_date,action_type,raw_factor,cumulative_backward_factor,volume_factor,factor_confidence,source_event_id,methodology_version,review_status
NSE:OSWALSEEDS:EQ,OSWALSEEDS,2023-08-18,STOCK_SPLIT,0.2,0.1666666666666666666666666667,5,VERIFIED_OFFICIAL,nse-ca-32570ef68f596942,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:OSWALSEEDS:EQ,OSWALSEEDS,2024-02-02,BONUS,0.8333333333333333333333333333,0.8333333333333333333333333333,1.2,VERIFIED_OFFICIAL,nse-ca-0978b66111cd4439,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PAISALO:EQ,PAISALO,2022-06-30,STOCK_SPLIT,0.1,0.05,10,VERIFIED_OFFICIAL,nse-ca-ad7345757a55613e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PAISALO:EQ,PAISALO,2024-03-20,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-9d0247175eb6d7f1,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PARAS:EQ,PARAS,2025-07-04,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-5e4477f846cb53e7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PASHUPATI:EQ,PASHUPATI,2026-04-17,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-0fc95868211ced92,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PATANJALI:EQ,PATANJALI,2025-09-11,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-bd473500a90f32fe,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PAVNAIND:EQ,PAVNAIND,2025-09-01,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-0c946b92053389ef,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PCBL:EQ,PCBL,2022-04-11,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-969eef519368a947,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PCJEWELLER:EQ,PCJEWELLER,2024-12-16,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-9a30269315e42e9f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PDSL:EQ,PDSL,2022-08-26,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-ae401254a2fc029f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PERSISTENT:EQ,PERSISTENT,2024-03-28,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-033461680a2ef4ae,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PFC:EQ,PFC,2023-09-21,BONUS,0.8,0.8,1.25,VERIFIED_OFFICIAL,nse-ca-6334127b5a0ff7fa,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PGEL:EQ,PGEL,2024-07-10,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-0c8d24a6d3091d5f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PGIL:EQ,PGIL,2024-01-05,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-449735e4399e7ac7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PHOENIXLTD:EQ,PHOENIXLTD,2024-09-20,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-3254855e37fc35b9,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PIDILITIND:EQ,PIDILITIND,2025-09-23,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-994bec949ed4c67d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:POCL:EQ,POCL,2024-10-16,STOCK_SPLIT,0.5,0.2,2,VERIFIED_OFFICIAL,nse-ca-c61da2bf166be271,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:POCL:EQ,POCL,2026-07-21,STOCK_SPLIT,0.4,0.4,2.5,VERIFIED_OFFICIAL,nse-ca-4c190779e8bb31dc,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:POWERGRID:EQ,POWERGRID,2023-09-12,BONUS,0.75,0.75,1.333333333333333333333333333,VERIFIED_OFFICIAL,nse-ca-2b5d4620a561a7c3,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:POWERMECH:EQ,POWERMECH,2024-10-08,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-cd7dc84b797c1e81,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PRECWIRE:EQ,PRECWIRE,2021-12-22,STOCK_SPLIT,0.2,0.1333333333333333333333333333,5,VERIFIED_OFFICIAL,nse-ca-1815d0321723ad55,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PRECWIRE:EQ,PRECWIRE,2022-12-22,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-a66495d13bced89a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PREMEXPLN:EQ,PREMEXPLN,2024-06-21,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-1f386b0bdb713a15,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PREMIERPOL:EQ,PREMIERPOL,2024-11-05,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-81c1cb38064f3e6d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:PTL:EQ,PTL,2021-12-23,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-f95a0d01e625a19d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RADHIKAJWE:EQ,RADHIKAJWE,2023-05-26,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-b83e92b481f33906,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAJMET:EQ,RAJMET,2022-09-15,BONUS,0.6666666666666666666666666667,0.06666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-d37559dc17c10a3a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAJMET:EQ,RAJMET,2022-11-30,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-53153b157900c958,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAJRATAN:EQ,RAJRATAN,2022-03-15,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-183196d5f3f70d14,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMAPHO:EQ,RAMAPHO,2025-02-07,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-85aea28f31c1e844,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMASTEEL:EQ,RAMASTEEL,2022-08-25,STOCK_SPLIT,0.2,0.01333333333333333333333333333,5,VERIFIED_OFFICIAL,nse-ca-c359c0db84a28654,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMASTEEL:EQ,RAMASTEEL,2023-01-06,BONUS,0.2,0.06666666666666666666666666666,5,VERIFIED_OFFICIAL,nse-ca-14a621f04a1a3647,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMASTEEL:EQ,RAMASTEEL,2024-03-19,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-c8fbd6b586e54ae4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMRAT:EQ,RAMRAT,2022-09-28,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-f5de1c9633d774b0,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RAMRAT:EQ,RAMRAT,2025-12-26,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-7635c2ad9a5a02a4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RATNAMANI:EQ,RATNAMANI,2022-06-30,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-dc0dec904161a334,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RECLTD:EQ,RECLTD,2022-08-17,BONUS,0.75,0.75,1.333333333333333333333333333,VERIFIED_OFFICIAL,nse-ca-e12df8d5f366a46e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:REDTAPE:EQ,REDTAPE,2025-02-04,BONUS,0.25,0.25,4,VERIFIED_OFFICIAL,nse-ca-1d7b83703eceb2c2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:REFEX:EQ,REFEX,2024-03-22,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-05ea2073d9492572,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RELIANCE:EQ,RELIANCE,2024-10-28,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-d0b54129c75577f1,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:REMSONSIND:EQ,REMSONSIND,2024-07-05,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-dd20ce2600c1e2c8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RGL:EQ,RGL,2022-07-19,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-81fded228631d130,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RITES:EQ,RITES,2024-09-20,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-0a36728e3d866b6e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RKFORGE:EQ,RKFORGE,2022-03-14,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-467fd46824a48f99,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RMDRIP:EQ,RMDRIP,2025-09-26,STOCK_SPLIT,0.1,0.05833333333333333333333333333,10,VERIFIED_OFFICIAL,nse-ca-f418495e42879350,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RMDRIP:EQ,RMDRIP,2026-04-10,BONUS,0.5833333333333333333333333333,0.5833333333333333333333333333,1.714285714285714285714285714,VERIFIED_OFFICIAL,nse-ca-c847650b0a56ca1b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RNBDENIMS:EQ,RNBDENIMS,2026-04-02,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-5292d953dd174222,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RNBDENIMS:EQ,RNBDENIMS,2026-04-02,BONUS,0.6666666666666666666666666667,0.3333333333333333333333333334,1.5,VERIFIED_OFFICIAL,nse-ca-860b63d58ac276f8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ROLEXRINGS:EQ,ROLEXRINGS,2025-10-17,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-eaabdf0ee453bbba,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ROTO:EQ,ROTO,2023-07-07,BONUS,0.5,0.0833333333333333333333333333,2,VERIFIED_OFFICIAL,nse-ca-3a008f03c36c9d39,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ROTO:EQ,ROTO,2024-11-08,STOCK_SPLIT,0.5,0.1666666666666666666666666666,2,VERIFIED_OFFICIAL,nse-ca-2d17309c93f960b0,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ROTO:EQ,ROTO,2025-07-11,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-dc819c9aa3dfaa1b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RPEL:EQ,RPEL,2024-11-29,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-e15c978ba7cc4b21,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RPPL:EQ,RPPL,2024-02-26,BONUS,0.3333333333333333333333333333,0.1666666666666666666666666666,3,VERIFIED_OFFICIAL,nse-ca-bdfb7dfad1580235,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RPPL:EQ,RPPL,2024-09-17,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-c88c8c10ab9748ea,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RUBYMILLS:EQ,RUBYMILLS,2022-09-23,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-c5c74df9771d36a9,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RUCHIRA:EQ,RUCHIRA,2022-10-10,BONUS,0.9090909090909090909090909091,0.9090909090909090909090909091,1.1,VERIFIED_OFFICIAL,nse-ca-43ec05403798eb6c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:RUSHIL:EQ,RUSHIL,2024-08-09,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-b7483ca5aafe62a7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SADHNANIQ:EQ,SADHNANIQ,2023-07-05,BONUS,0.8181818181818181818181818182,0.8181818181818181818181818182,1.222222222222222222222222222,VERIFIED_OFFICIAL,nse-ca-a32efdc55f3a8bad,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAFARI:EQ,SAFARI,2023-12-12,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-90179eeedf574f76,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAKSOFT:EQ,SAKSOFT,2022-09-23,STOCK_SPLIT,0.1,0.08,10,VERIFIED_OFFICIAL,nse-ca-ec77ee325a71f902,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAKSOFT:EQ,SAKSOFT,2024-09-19,BONUS,0.8,0.8,1.25,VERIFIED_OFFICIAL,nse-ca-736e5f6b353a7e65,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAKUMA:EQ,SAKUMA,2024-08-09,BONUS,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-0ce983d07ab8dd52,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SALASAR:EQ,SALASAR,2022-06-27,STOCK_SPLIT,0.1,0.02,10,VERIFIED_OFFICIAL,nse-ca-f6c788f4958ff69e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SALASAR:EQ,SALASAR,2024-02-01,BONUS,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-a8b3e5436db7adde,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SANDUMA:EQ,SANDUMA,2024-02-02,BONUS,0.1666666666666666666666666667,0.05555555555555555555555555556,5.999999999999999999999999999,VERIFIED_OFFICIAL,nse-ca-f68304bfb867cf93,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SANDUMA:EQ,SANDUMA,2025-09-22,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-35032f5504219795,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SANGHVIMOV:EQ,SANGHVIMOV,2024-09-27,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-821aed8b2b86e16b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAPPHIRE:EQ,SAPPHIRE,2024-09-05,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-bf9ef6254adc3a3b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SARDAEN:EQ,SARDAEN,2023-08-04,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-b7ab978937581765,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SAREGAMA:EQ,SAREGAMA,2022-04-26,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-514d251998e43ab8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SARVESHWAR:EQ,SARVESHWAR,2023-09-15,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-00c853e9f9b313fb,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SARVESHWAR:EQ,SARVESHWAR,2023-09-15,STOCK_SPLIT,0.1,0.03333333333333333333333333333,10,VERIFIED_OFFICIAL,nse-ca-5785c92e4581eae2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBC:EQ,SBC,2022-02-22,BONUS,0.5,0.2222222222222222222222222222,2,VERIFIED_OFFICIAL,nse-ca-b637b00f7a86cd25,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBC:EQ,SBC,2022-02-22,STOCK_SPLIT,0.1,0.02222222222222222222222222222,10,VERIFIED_OFFICIAL,nse-ca-ec972cf4b15dcd51,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBC:EQ,SBC,2024-01-19,BONUS,0.6666666666666666666666666667,0.4444444444444444444444444445,1.5,VERIFIED_OFFICIAL,nse-ca-62357fc7d97f5255,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBC:EQ,SBC,2025-03-10,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-61fed3772aeae9e5,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBCL:EQ,SBCL,2022-10-12,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-8fe168667ff72a87,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SBGLP:EQ,SBGLP,2024-04-18,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-357edce0bbdd3cd1,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SCHAEFFLER:EQ,SCHAEFFLER,2022-02-08,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-318c99529234978f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SDBL:EQ,SDBL,2024-05-24,STOCK_SPLIT,0.4,0.4,2.5,VERIFIED_OFFICIAL,nse-ca-380465f027dfb600,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SECURCRED:EQ,SECURCRED,2023-01-04,BONUS,0.25,0.25,4,VERIFIED_OFFICIAL,nse-ca-15a7690893510283,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SENCO:EQ,SENCO,2025-01-31,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-003b255179d9044a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SERVOTECH:EQ,SERVOTECH,2023-02-03,STOCK_SPLIT,0.2,0.1,5,VERIFIED_OFFICIAL,nse-ca-93036a469c69b771,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SERVOTECH:EQ,SERVOTECH,2023-07-28,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-8523d9ef7b46c1b9,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SFL:EQ,SFL,2022-12-21,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-69d4f7b2f19e273d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHAILY:EQ,SHAILY,2023-11-23,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-f1c8f9e9d7b627fd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHAKTIPUMP:EQ,SHAKTIPUMP,2024-11-25,BONUS,0.1666666666666666666666666667,0.1666666666666666666666666667,5.999999999999999999999999999,VERIFIED_OFFICIAL,nse-ca-de08183e7fa5d7e0,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHARDAMOTR:EQ,SHARDAMOTR,2025-07-04,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-ba5fd250f30b7603,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHAREINDIA:EQ,SHAREINDIA,2024-06-27,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-308d7ca927e12578,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHILPAMED:EQ,SHILPAMED,2025-10-03,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-04a9495b1286d9c8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHRADHA:EQ,SHRADHA,2023-01-20,STOCK_SPLIT,0.5,0.2,2,VERIFIED_OFFICIAL,nse-ca-6e313aab810e2326,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHRADHA:EQ,SHRADHA,2024-12-10,STOCK_SPLIT,0.4,0.4,2.5,VERIFIED_OFFICIAL,nse-ca-17cff855cc6fd7a4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHRIPISTON:EQ,SHRIPISTON,2023-07-24,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-7568c8244b48973f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SHRIRAMFIN:EQ,SHRIRAMFIN,2025-01-10,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-28e61f1ec3793b9b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIGACHI:EQ,SIGACHI,2023-10-09,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-0dcd8542af5ec5f4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIGMA:EQ,SIGMA,2025-10-06,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-d23d185ee3b48926,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIKKO:EQ,SIKKO,2022-10-28,BONUS,0.6666666666666666666666666667,0.03333333333333333333333333334,1.5,VERIFIED_OFFICIAL,nse-ca-af44d04bc20c9681,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIKKO:EQ,SIKKO,2025-11-27,STOCK_SPLIT,0.1,0.05,10,VERIFIED_OFFICIAL,nse-ca-e9cdc93098122ff5,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIKKO:EQ,SIKKO,2025-12-08,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-d6ffe8e4be54ea71,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SILVERTUC:EQ,SILVERTUC,2026-03-06,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-2a86cedf9b91024b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SILVERTUC:EQ,SILVERTUC,2026-03-06,STOCK_SPLIT,0.2,0.1,5,VERIFIED_OFFICIAL,nse-ca-e0ff5c7a6871af9a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SIRCA:EQ,SIRCA,2023-05-11,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-b92c8b4f7618521e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SKMEGGPROD:EQ,SKMEGGPROD,2026-01-12,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-b8d36c82fe06240f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SKYGOLD:EQ,SKYGOLD,2024-12-16,BONUS,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-de250fdffb9af51b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SMCGLOBAL:EQ,SMCGLOBAL,2025-11-14,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-67c84715d8de7545,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SONAMLTD:EQ,SONAMLTD,2022-07-14,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-92c669c99b850c96,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SONAMLTD:EQ,SONAMLTD,2024-05-10,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-64643a1a8e39befa,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SONATSOFTW:EQ,SONATSOFTW,2022-09-08,BONUS,0.75,0.375,1.333333333333333333333333333,VERIFIED_OFFICIAL,nse-ca-fe2308a96924c258,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SONATSOFTW:EQ,SONATSOFTW,2023-12-12,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-a34e63f95d9f5f8f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SOTL:EQ,SOTL,2022-09-01,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-ce4fc413a8828093,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SPLPETRO:EQ,SPLPETRO,2023-01-06,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-e4934e68fe9cbb38,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SPORTKING:EQ,SPORTKING,2024-09-13,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-2d1c993ba74c85bd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SRF:EQ,SRF,2021-10-13,BONUS,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-7bd04bbea3a9d274,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SRPL:EQ,SRPL,2023-05-19,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-620c1f1e71c7fbfe,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SSWL:EQ,SSWL,2021-11-18,STOCK_SPLIT,0.5,0.1,2,VERIFIED_OFFICIAL,nse-ca-12656805e2c9fc45,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SSWL:EQ,SSWL,2022-11-10,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-d2dd8853729b2c45,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:STEELCAS:EQ,STEELCAS,2025-08-29,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-42d82deb60b38c81,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:STEELXIND:EQ,STEELXIND,2022-07-12,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-c45325037b8a92e2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:SUKHJITS:EQ,SUKHJITS,2024-10-25,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-9cf490e5beb99a3a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
