canonical_instrument_id,symbol,event_date,action_type,raw_factor,cumulative_backward_factor,volume_factor,factor_confidence,source_event_id,methodology_version,review_status
NSE:IRCTC:EQ,IRCTC,2021-10-28,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-574ba0a96a5a83f4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:IRISDOREME:EQ,IRISDOREME,2023-08-11,STOCK_SPLIT,0.2,0.1,5,VERIFIED_OFFICIAL,nse-ca-310195f140bd5461,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:IRISDOREME:EQ,IRISDOREME,2025-07-04,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-f1778d06e631bf74,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JAGSNPHARM:EQ,JAGSNPHARM,2025-01-08,STOCK_SPLIT,0.4,0.4,2.5,VERIFIED_OFFICIAL,nse-ca-44ced53b9915f6a2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JAIBALAJI:EQ,JAIBALAJI,2025-01-17,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-332bb003159c475c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JASH:EQ,JASH,2024-10-30,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-b6e62fad5b90321a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JAYBARMARU:EQ,JAYBARMARU,2023-10-26,STOCK_SPLIT,0.4,0.4,2.5,VERIFIED_OFFICIAL,nse-ca-dd23e9e4aee7c0e4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JBCHEPHARM:EQ,JBCHEPHARM,2023-09-18,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-ce98c5ecca6f5269,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JBMA:EQ,JBMA,2022-02-21,STOCK_SPLIT,0.4,0.2,2.5,VERIFIED_OFFICIAL,nse-ca-ddbd6c294c0a2287,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JBMA:EQ,JBMA,2025-01-31,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-2efddbac32e215b4,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JETFREIGHT:EQ,JETFREIGHT,2022-05-19,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-defd606417d408cb,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JINDALSAW:EQ,JINDALSAW,2024-10-09,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-a43b62b42aad897f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JINDWORLD:EQ,JINDWORLD,2025-02-28,BONUS,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-f143f15613db2738,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JLHL:EQ,JLHL,2026-07-24,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-4296ad614cec2f0f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JTLIND:EQ,JTLIND,2023-09-07,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-50f9c91047162fc6,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JTLIND:EQ,JTLIND,2024-11-14,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-f34b651d2d72d906,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:JUBLFOOD:EQ,JUBLFOOD,2022-04-19,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-a78708ec3638889b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KAMDHENU:EQ,KAMDHENU,2025-01-08,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-5ef3d8f5d8f340fe,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KAMOPAINTS:EQ,KAMOPAINTS,2023-08-01,BONUS,0.5,0.1,2,VERIFIED_OFFICIAL,nse-ca-5925fa809c75e7e8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KAMOPAINTS:EQ,KAMOPAINTS,2024-06-14,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-386a02ae63d8fbc6,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KANANIIND:EQ,KANANIIND,2024-01-30,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-e10fe717b9a35f79,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KANPRPLA:EQ,KANPRPLA,2021-09-15,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-1f3ecb9261d8b97d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KANSAINER:EQ,KANSAINER,2023-07-04,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-21f663e0ec797ef8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KAPSTON:EQ,KAPSTON,2024-08-09,STOCK_SPLIT,0.5,0.3333333333333333333333333334,2,VERIFIED_OFFICIAL,nse-ca-b5f35bc4e9c23d06,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KAPSTON:EQ,KAPSTON,2026-03-06,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-ca0e6128af10fa22,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KARURVYSYA:EQ,KARURVYSYA,2025-08-26,BONUS,0.8333333333333333333333333333,0.8333333333333333333333333333,1.2,VERIFIED_OFFICIAL,nse-ca-c83cff9f3de57b8c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KELLTONTEC:EQ,KELLTONTEC,2025-07-25,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-7ab3a0cec5e6e078,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KILITCH:EQ,KILITCH,2026-03-24,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-511a666cd5c69f70,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KIMS:EQ,KIMS,2024-09-13,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-253b74993fc9029e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KIRLPNU:EQ,KIRLPNU,2026-08-18,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-a73755e767f9798e,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KITEX:EQ,KITEX,2025-01-17,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-07c5064694ac9e28,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KKCL:EQ,KKCL,2021-12-16,BONUS,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-d246aaf5e95c91b8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KMEW:EQ,KMEW,2025-12-22,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-8458d202413e6b8a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KOTAKBANK:EQ,KOTAKBANK,2026-01-14,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-8de38a662d7f8514,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KOTHARIPRO:EQ,KOTHARIPRO,2025-02-18,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-503b9391c5b5a9d5,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KOTYARK:EQ,KOTYARK,2026-06-24,BONUS,0.09090909090909090909090909091,0.09090909090909090909090909091,11,VERIFIED_OFFICIAL,nse-ca-ad6fe59d3916dee0,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KPIGREEN:EQ,KPIGREEN,2023-01-18,BONUS,0.5,0.1111111111111111111111111112,2,VERIFIED_OFFICIAL,nse-ca-c0905bdd472224af,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KPIGREEN:EQ,KPIGREEN,2024-02-15,BONUS,0.6666666666666666666666666667,0.2222222222222222222222222223,1.5,VERIFIED_OFFICIAL,nse-ca-d225df3a33d200ee,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KPIGREEN:EQ,KPIGREEN,2024-07-18,STOCK_SPLIT,0.5,0.3333333333333333333333333334,2,VERIFIED_OFFICIAL,nse-ca-154fdfbf75ef53f3,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KPIGREEN:EQ,KPIGREEN,2025-01-03,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-7f610d8a2b3c1ceb,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KPRMILL:EQ,KPRMILL,2021-09-24,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-b10bcb45bf60f029,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KRISHANA:EQ,KRISHANA,2023-10-25,BONUS,0.5,0.1,2,VERIFIED_OFFICIAL,nse-ca-f38696c130aa38c0,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KRISHANA:EQ,KRISHANA,2026-07-03,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-b6d1d46e4d891998,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KRITIKA:EQ,KRITIKA,2022-08-30,STOCK_SPLIT,0.2,0.06666666666666666666666666666,5,VERIFIED_OFFICIAL,nse-ca-22ff0ea0090bf311,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KRITIKA:EQ,KRITIKA,2023-12-19,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-a0a5033ffa184ff2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KSB:EQ,KSB,2024-07-25,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-4f69bca6ace1db1a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KSHITIJPOL:EQ,KSHITIJPOL,2022-10-27,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-5beab889f1b6655b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:KSOLVES:EQ,KSOLVES,2025-02-06,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-92dad85302b25e57,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LAL:EQ,LAL,2024-03-28,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-4105546823ee8f80,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LAL:EQ,LAL,2024-03-28,BONUS,0.6470588235294117647058823529,0.06470588235294117647058823529,1.545454545454545454545454546,VERIFIED_OFFICIAL,nse-ca-b7ff7d4c272f26eb,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LALPATHLAB:EQ,LALPATHLAB,2025-12-19,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-2b1a18eda275472c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LANCER:EQ,LANCER,2022-12-16,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-56a4d36657f1f42a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LANDSMILL:EQ,LANDSMILL,2022-09-28,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-15565b815d9fb1bd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LANDSMILL:EQ,LANDSMILL,2022-09-28,BONUS,0.6666666666666666666666666667,0.06666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-d3430b308e08213b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LEMERITE:EQ,LEMERITE,2026-05-29,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-2e5f3c7e20a79210,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LGHL:EQ,LGHL,2025-10-10,BONUS,0.4166666666666666666666666667,0.4166666666666666666666666667,2.4,VERIFIED_OFFICIAL,nse-ca-2ab70a212230ac27,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LIBAS:EQ,LIBAS,2021-09-21,BONUS,0.8333333333333333333333333333,0.8333333333333333333333333333,1.2,VERIFIED_OFFICIAL,nse-ca-3cb1f3c163038710,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LICI:EQ,LICI,2026-05-29,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-217d3ca495f6abbd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LIKHITHA:EQ,LIKHITHA,2022-12-02,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-b7fd5767a2484f8c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LINC:EQ,LINC,2024-12-20,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-35be5034273112e1,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LINC:EQ,LINC,2024-12-20,STOCK_SPLIT,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-fe28bda1fbc8f974,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:LODHA:EQ,LODHA,2023-05-31,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-50c87a6a6c20d0ff,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAANALU:EQ,MAANALU,2023-07-27,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-7f36dd56053c9bc6,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAANALU:EQ,MAANALU,2023-07-27,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-85198aacaa208c1c,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAHLIFE:EQ,MAHLIFE,2021-09-14,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-4e8c0951def1b9c5,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAHSEAMLES:EQ,MAHSEAMLES,2022-11-25,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-d124f4dd2e041aeb,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MANINFRA:EQ,MANINFRA,2021-11-17,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-74ab9e8946bda4a1,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MANORAMA:EQ,MANORAMA,2024-03-07,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-538cb942ae62cdcd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MASFIN:EQ,MASFIN,2024-02-22,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-b5d929fa033ae1ea,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAZDA:EQ,MAZDA,2025-01-28,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-428afcd16f5d0d06,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MAZDOCK:EQ,MAZDOCK,2024-12-27,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-942460e200bdb79a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MBAPL:EQ,MBAPL,2022-10-18,BONUS,0.5,0.05,2,VERIFIED_OFFICIAL,nse-ca-7a398581d552c190,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MBAPL:EQ,MBAPL,2023-10-20,BONUS,0.5,0.1,2,VERIFIED_OFFICIAL,nse-ca-7836c19d22eff547,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MBAPL:EQ,MBAPL,2026-07-03,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-5b9c5c66bd7e0ff2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MCX:EQ,MCX,2026-01-02,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-4757c60043a695ea,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MEDICO:EQ,MEDICO,2023-03-16,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-e446004dae48112f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:METROPOLIS:EQ,METROPOLIS,2026-03-20,BONUS,0.25,0.25,4,VERIFIED_OFFICIAL,nse-ca-2e295fab8e221f03,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MGEL:EQ,MGEL,2022-08-18,STOCK_SPLIT,0.2,0.1,5,VERIFIED_OFFICIAL,nse-ca-fe6e5eefff4da60a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MGEL:EQ,MGEL,2025-03-04,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-b6f29e996c64e373,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MHRIL:EQ,MHRIL,2021-09-08,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-1c6a91567ff7ac48,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MINDTECK:EQ,MINDTECK,2024-09-20,BONUS,0.8,0.8,1.25,VERIFIED_OFFICIAL,nse-ca-b49e6072ec09fe36,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MITTAL:EQ,MITTAL,2023-11-01,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-e06596ce55c0ef21,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MKPL:EQ,MKPL,2023-11-10,STOCK_SPLIT,0.1,0.03333333333333333333333333333,10,VERIFIED_OFFICIAL,nse-ca-388cfd62cb74a594,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MKPL:EQ,MKPL,2024-03-15,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-d244ad1750e52bcd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MMFL:EQ,MMFL,2024-07-16,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-f609c29920e58164,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MONARCH:EQ,MONARCH,2024-09-13,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-d8952caba9866b88,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MONEYBOXX:EQ,MONEYBOXX,2025-12-15,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-7b862daf9f3f0a54,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MOTHERSON:EQ,MOTHERSON,2022-10-03,BONUS,0.6666666666666666666666666667,0.4444444444444444444444444445,1.5,VERIFIED_OFFICIAL,nse-ca-f45e2f4a52007d4f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MOTHERSON:EQ,MOTHERSON,2025-07-18,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-b9563cc45e6350bf,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MOTILALOFS:EQ,MOTILALOFS,2024-06-10,BONUS,0.25,0.25,4,VERIFIED_OFFICIAL,nse-ca-8b0ea28204c3f23a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MOTISONS:EQ,MOTISONS,2024-11-08,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-020b3d52401831a7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MSUMI:EQ,MSUMI,2022-11-16,BONUS,0.7142857142857142857142857143,0.4761904761904761904761904762,1.4,VERIFIED_OFFICIAL,nse-ca-36974363ceb01fcf,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MSUMI:EQ,MSUMI,2025-07-18,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-b7a23136b4139731,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:MWL:EQ,MWL,2026-07-10,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-06077c381daca2da,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NARMADA:EQ,NARMADA,2026-07-31,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-59c3bb054c211ad8,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAUKRI:EQ,NAUKRI,2025-05-07,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-df04d24c40d178d7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAVA:EQ,NAVA,2025-01-20,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-af4ccf2d09c87c26,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAVKARURB:EQ,NAVKARURB,2025-04-24,BONUS,0.4,0.2,2.5,VERIFIED_OFFICIAL,nse-ca-b4b7f7307c702d30,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAVKARURB:EQ,NAVKARURB,2025-05-09,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-4d01d690f6d49e72,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAZARA:EQ,NAZARA,2022-06-24,BONUS,0.5,0.125,2,VERIFIED_OFFICIAL,nse-ca-73f70261f1d41a7a,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAZARA:EQ,NAZARA,2025-09-26,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-bdff2b23ab856d30,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NAZARA:EQ,NAZARA,2025-09-26,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-c68344aa1d6bdc4d,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NBCC:EQ,NBCC,2024-10-07,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-acd89df9cc9ddc99,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NDL:EQ,NDL,2022-03-24,BONUS,0.3333333333333333333333333333,0.03333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-703627a933ec09a7,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NDL:EQ,NDL,2024-09-19,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-2e45606eb8449ccd,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NDRAUTO:EQ,NDRAUTO,2023-07-24,BONUS,0.5,0.25,2,VERIFIED_OFFICIAL,nse-ca-b5ad6892780be9ee,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NDRAUTO:EQ,NDRAUTO,2024-09-25,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-8cd0433d32f04646,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NESTLEIND:EQ,NESTLEIND,2024-01-05,STOCK_SPLIT,0.1,0.05,10,VERIFIED_OFFICIAL,nse-ca-0b1b531f4b53c725,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NESTLEIND:EQ,NESTLEIND,2025-08-08,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-82dadc9b4cd6c364,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NEWGEN:EQ,NEWGEN,2024-01-12,BONUS,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-78e6a34069162d79,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NINSYS:EQ,NINSYS,2023-08-03,BONUS,0.5555555555555555555555555556,0.5555555555555555555555555556,1.8,VERIFIED_OFFICIAL,nse-ca-234f0cd41677dbef,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NIPPOBATRY:EQ,NIPPOBATRY,2021-10-28,STOCK_SPLIT,0.5,0.5,2,VERIFIED_OFFICIAL,nse-ca-0635d3ab17757159,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NMDC:EQ,NMDC,2024-12-27,BONUS,0.3333333333333333333333333333,0.3333333333333333333333333333,3,VERIFIED_OFFICIAL,nse-ca-0e0e0587dd65709f,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NRL:EQ,NRL,2024-03-20,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-e12ed5693862373b,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NUVAMA:EQ,NUVAMA,2025-12-26,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-1a90a4e4c6450332,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:NYKAA:EQ,NYKAA,2022-11-10,BONUS,0.1666666666666666666666666667,0.1666666666666666666666666667,5.999999999999999999999999999,VERIFIED_OFFICIAL,nse-ca-2b546088a778fdaf,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:OIL:EQ,OIL,2024-07-02,BONUS,0.6666666666666666666666666667,0.6666666666666666666666666667,1.5,VERIFIED_OFFICIAL,nse-ca-77e288166ccd7280,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ONEPOINT:EQ,ONEPOINT,2022-01-18,STOCK_SPLIT,0.2,0.2,5,VERIFIED_OFFICIAL,nse-ca-04561bc57b84d697,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ONEPOINT:EQ,ONEPOINT,2022-01-18,BONUS,0.6666666666666666666666666667,0.1333333333333333333333333333,1.5,VERIFIED_OFFICIAL,nse-ca-2c3f1a0108ccebb2,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:ORIENTTECH:EQ,ORIENTTECH,2026-01-05,BONUS,0.9090909090909090909090909091,0.9090909090909090909090909091,1.1,VERIFIED_OFFICIAL,nse-ca-b9539265a220d029,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
NSE:OSIAHYPER:EQ,OSIAHYPER,2023-03-13,STOCK_SPLIT,0.1,0.1,10,VERIFIED_OFFICIAL,nse-ca-b5c2318208a1b6de,PRICE_ADJUSTED_STRUCTURAL_V1,PARSED
